celkem_diváci,celkem_tržby,distributor,film,min_poř,poč_kin,poč_týd,poř,prod,rok,týden,týden_diváci,týden_tržby,víkend_diváci,víkend_tržby,změna_v_%,týden_od,víkend_od,datum,formát
223062,30676024,CinemArt,"Já, padouch 2",9,28,8,11,USA,2013,34,10042.0,1349444.0,3090,413771,-0.38207903610715366,15.8.2013,22.8.2013,,
26021,3369716,Bioscop/AQS,Jasmíniny slzy,12,23,4,12,USA,2013,34,6036.0,766180.0,2821,372882,-0.1329132173751279,15.8.2013,22.8.2013,,
30047,4067635,CinemArt,Pot a krev,8,34,3,13,USA,2013,34,8568.0,1170882.0,2563,366229,-0.46856480325975286,15.8.2013,22.8.2013,,
35656,4995016,Bontonfilm,Red 2,10,26,4,14,USA,2013,34,5622.0,801114.0,1874,274851,-0.4043740478362723,15.8.2013,22.8.2013,,
73778,10983434,CinemArt,Wolverine,11,18,5,15,USA,2013,34,5375.0,765246.0,1472,214756,-0.5200178800916355,15.8.2013,22.8.2013,,
199828,27363390,Falcon,Univerzita pro příšerky,14,19,10,16,USA,2013,34,2701.0,311619.0,1220,150156,-0.22120276963771687,15.8.2013,22.8.2013,,
84636,11367260,Bontonfilm,Podfukáři ,17,3,11,17,USA,2013,34,1058.0,138474.0,405,63761,-0.04682104256050708,15.8.2013,22.8.2013,,
29992,3919615,CinemArt,Stážisti,19,7,7,18,USA,2013,34,887.0,110383.0,421,61889,0.21570283648935334,15.8.2013,22.8.2013,,
14415,1606238,Aerofilms,Pěna dní,24,5,8,19,FRA,2013,34,895.0,88462.0,460,51360,0.40750890654973965,15.8.2013,22.8.2013,,
86401,12919028,CinemArt,Světová válka Z,15,5,9,20,USA,2013,34,945.0,135295.0,299,43420,-0.4705588274743632,15.8.2013,22.8.2013,,
226446,31631439,Falcon,Šmoulové 2 ,2,78,4,1,USA,2013,35,48040.0,6641287.0,26898,3674996,-0.07989269158595376,22.8.2013,29.8.2013,,
24603,3527306,Falcon,Elysium,,50,1,2,USA,2013,35,254.0,34832.0,23836,3424506,,22.8.2013,29.8.2013,,
74629,10433438,Falcon,Letadla,1,77,2,3,USA,2013,35,47842.0,6727362.0,24412,3375455,-0.16791975439809143,22.8.2013,29.8.2013,,
12404,1666807,Warner Bros,Millerovi na tripu,,59,1,4,USA,2013,35,750.0,107635.0,11654,1559172,,22.8.2013,29.8.2013,,
42304,5902255,Falcon,Líbánky,3,76,2,5,CZE,2013,35,28286.0,3998859.0,11242,1535545,-0.36995863718107524,22.8.2013,29.8.2013,,
187996,24577319,Bontonfilm,Revival ,5,50,8,6,CZE,2013,35,15602.0,2120563.0,6099,834578,-0.2715492598776806,22.8.2013,29.8.2013,,
52812,7640009,CinemArt,Percy Jackson: Moře nestvůr,4,35,3,7,USA,2013,35,19075.0,2781493.0,5590,806280,-0.506460611054014,22.8.2013,29.8.2013,,
230435,31590963,CinemArt,"Já, padouch 2",11,35,9,8,USA,2013,35,5960.0,780897.0,4487,546213,0.3200852645545483,22.8.2013,29.8.2013,,
27468,3725257,Falcon,Machři 2,8,42,3,9,USA,2013,35,10130.0,1371627.0,3586,487375,-0.38743819394344636,22.8.2013,29.8.2013,,
33141,4519152,Bontonfilm,jOBS,6,35,3,10,USA,2013,35,11676.0,1600644.0,3335,486325,-0.5016692147210597,22.8.2013,29.8.2013,,
14598,1907558,CinemArt,Kick-Ass 2,7,48,2,11,USA,2013,35,11746.0,1524592.0,2852,382966,-0.5907087992595768,22.8.2013,29.8.2013,,
74641,10036872,Warner Bros,V zajetí démonů,9,24,6,12,USA,2013,35,7079.0,971132.0,2361,326605,-0.41874578436973325,22.8.2013,29.8.2013,,
30328,3927082,Bioscop/AQS,Jasmíniny slzy,12,18,5,13,USA,2013,35,5322.0,682726.0,1806,247522,-0.33619214657720137,22.8.2013,29.8.2013,,
202121,27621224,Falcon,Univerzita pro příšerky,16,24,11,14,USA,2013,35,1751.0,208994.0,1663,188346,0.2543354910892672,22.8.2013,29.8.2013,,
16389,2154015,CinemArt,Očista,10,22,3,15,USA,2013,35,5816.0,776721.0,1011,125873,-0.7330727813674949,22.8.2013,29.8.2013,,
37872,5289972,Bontonfilm,Red 2,14,14,5,16,USA,2013,35,3307.0,457632.0,783,112175,-0.5934966715105218,22.8.2013,29.8.2013,,
32363,4386881,CinemArt,Pot a krev,13,15,4,17,USA,2013,35,4169.0,578308.0,710,107167,-0.7073770782761606,22.8.2013,29.8.2013,,
76204,11287009,CinemArt,Wolverine,15,15,6,18,USA,2013,35,3190.0,414880.0,651,96251,-0.5901177893418957,22.8.2013,29.8.2013,,
481,62044,Bontonfilm,Mortal Instruments: Město z kostí,,14,-2,19,USA,2013,35,,,481,62044,,22.8.2013,29.8.2013,,
85349,11465570,Bontonfilm,Podfukáři ,18,3,12,20,USA,2013,35,849.0,121606.0,269,40465,-0.3653644077100422,22.8.2013,29.8.2013,,
17157,2686962,Falcon,One Direction 3D: This is Us,,66,1,1,USA,2013,36,144.0,0.0,17013,2686962,,29.8.2013,5.9.2013,,
11796,1569365,Bioscop/AQS,Riddick,,65,1,2,USA,2013,36,32.0,2984.0,11764,1566381,,29.8.2013,5.9.2013,,
46294,6557771,Falcon,Elysium,2,55,2,3,USA,2013,36,35120.0,4942529.0,10407,1512442,-0.5583473937554789,29.8.2013,5.9.2013,,
245793,34153254,Falcon,Šmoulové 2 ,1,66,5,4,USA,2013,36,34763.0,4693872.0,11164,1456609,-0.6039235957402608,29.8.2013,5.9.2013,,
89864,12481828,Falcon,Letadla,3,70,3,5,USA,2013,36,31192.0,4290736.0,8357,1121794,-0.6681774955223836,29.8.2013,5.9.2013,,
27117,3600824,Warner Bros,Millerovi na tripu,4,38,2,6,USA,2013,36,19336.0,2521566.0,7031,971623,-0.3768339862439808,29.8.2013,5.9.2013,,
51792,7161907,Falcon,Líbánky,5,76,3,7,CZE,2013,36,15854.0,2138040.0,4876,657157,-0.572996013632273,29.8.2013,5.9.2013,,
196985,25611414,Bontonfilm,Revival ,6,56,9,8,CZE,2013,36,11242.0,1388614.0,3846,480059,-0.4267664766471871,29.8.2013,5.9.2013,,
37756,5127108,Bontonfilm,jOBS,10,32,4,9,USA,2013,36,6193.0,850300.0,1757,243981,-0.4983169691050224,29.8.2013,5.9.2013,,
56170,8097611,CinemArt,Percy Jackson: Moře nestvůr,7,33,4,10,USA,2013,36,7138.0,1018994.0,1788,241588,-0.7003671181227366,29.8.2013,5.9.2013,,
233548,31967521,CinemArt,"Já, padouch 2",8,41,10,11,USA,2013,36,5755.0,692575.0,1845,230196,-0.5785600123028928,29.8.2013,5.9.2013,,
30448,4123354,Falcon,Machři 2,9,22,4,12,USA,2013,36,5064.0,677451.0,1493,206851,-0.5776611709458425,29.8.2013,5.9.2013,,
33333,4298252,Bioscop/AQS,Jasmíniny slzy,13,15,6,13,USA,2013,36,3211.0,419398.0,1561,195394,-0.21059946186601594,29.8.2013,5.9.2013,,
77552,10410670,Warner Bros,V zajetí démonů,12,16,7,14,USA,2013,36,4025.0,540834.0,1247,159569,-0.5114312395707353,29.8.2013,5.9.2013,,
16581,2163252,CinemArt,Kick-Ass 2,11,19,3,15,USA,2013,36,4212.0,557332.0,601,78908,-0.7939555991915731,29.8.2013,5.9.2013,,
203145,27732582,Falcon,Univerzita pro příšerky,14,20,12,16,USA,2013,36,1975.0,225187.0,712,74517,-0.6043611226147622,29.8.2013,5.9.2013,,
76991,11399572,CinemArt,Wolverine,18,12,7,17,USA,2013,36,1049.0,151738.0,389,57076,-0.4070087583505626,29.8.2013,5.9.2013,,
33216,4490421,CinemArt,Pot a krev,17,11,5,18,USA,2013,36,1097.0,158924.0,461,51233,-0.5219330577509868,29.8.2013,5.9.2013,,
390,46904,Bontonfilm,Justin: Jak se stát rytířem ,,14,-1,19,ESP,2013,36,,,390,46904,,29.8.2013,5.9.2013,,
16141,1767016,Aerofilms,Pěna dní,23,9,10,20,FRA,2013,36,952.0,81430.0,419,42768,0.2687036487689113,29.8.2013,5.9.2013,,
264651,36625120,Falcon,Šmoulové 2 ,4,56,6,1,USA,2013,37,14735.0,1915244.0,15287,2013231,0.3531515133999055,5.9.2013,12.9.2013,,
16760,1997821,Bioscop/AQS,Colette,,81,1,2,CZE,2013,37,1739.0,16039.0,15021,1981782,,5.9.2013,12.9.2013,,
12031,1569714,Bontonfilm,Justin: Jak se stát rytířem ,19,79,1,3,ESP,2013,37,1071.0,46904.0,10960,1522810,31.46652737506396,5.9.2013,12.9.2013,,
63522,9009716,Falcon,Elysium,3,60,3,4,USA,2013,37,17426.0,2469604.0,10209,1494783,-0.011675819634736406,5.9.2013,12.9.2013,,
103664,14329238,Falcon,Letadla,5,60,4,5,USA,2013,37,11092.0,1487698.0,11065,1481506,0.3173696462901278,5.9.2013,12.9.2013,,
10056,1293801,Bontonfilm,Mortal Instruments: Město z kostí,,58,1,6,USA,2013,37,169.0,0.0,9149,1199764,,5.9.2013,12.9.2013,,
40921,5462952,Warner Bros,Millerovi na tripu,6,33,3,7,USA,2013,37,12618.0,1694395.0,8217,1139356,0.1726317717880289,5.9.2013,12.9.2013,,
25847,3476647,Bioscop/AQS,Riddick,2,39,2,8,USA,2013,37,17958.0,2357350.0,7857,1116313,-0.294905732716612,5.9.2013,12.9.2013,,
25549,3939887,Falcon,One Direction 3D: This is Us,1,48,2,9,USA,2013,37,20657.0,3226897.0,4748,712990,-0.7370556159143696,5.9.2013,12.9.2013,,
58197,8022585,Falcon,Líbánky,7,52,4,10,CZE,2013,37,7756.0,1031517.0,3525,486318,-0.2680971078640153,5.9.2013,12.9.2013,,
205414,26594619,Bontonfilm,Revival ,8,35,10,11,CZE,2013,37,8649.0,999463.0,3626,463801,-0.04610679549750216,5.9.2013,12.9.2013,,
3487,450627,CinemArt,Nejvyšší nabídka,36,36,1,12,ITA,2013,37,49.0,4840.0,3438,445787,91.10475206611571,5.9.2013,12.9.2013,,
40880,5544322,Bontonfilm,jOBS,9,20,5,13,USA,2013,37,3224.0,435977.0,1657,225218,-0.0769035293731889,5.9.2013,12.9.2013,,
235832,32248400,CinemArt,"Já, padouch 2",11,22,11,14,USA,2013,37,2425.0,301639.0,1704,209436,-0.12228853052603346,5.9.2013,12.9.2013,,
36986,4728347,Bioscop/AQS,Jasmíniny slzy,13,19,7,15,USA,2013,37,3533.0,416365.0,1657,206964,0.05921369131088979,5.9.2013,12.9.2013,,
32940,4471347,Falcon,Machři 2,12,12,5,16,USA,2013,37,2564.0,349023.0,1421,205821,-0.00497942963775858,5.9.2013,12.9.2013,,
80140,10722100,Warner Bros,V zajetí démonů,14,19,8,17,USA,2013,37,2178.0,269536.0,1657,201463,0.26254472986607674,5.9.2013,12.9.2013,,
58054,8345660,CinemArt,Percy Jackson: Moře nestvůr,10,12,5,18,USA,2013,37,2542.0,338763.0,1130,150874,-0.3754905044952564,5.9.2013,12.9.2013,,
520,65418,Falcon,Hořící keř,,6,1,19,CZE,2013,37,,,520,65418,,5.9.2013,12.9.2013,,
203673,27787984,Falcon,Univerzita pro příšerky,16,10,13,20,USA,2013,37,825.0,83596.0,415,46323,-0.3783566166109747,5.9.2013,12.9.2013,,
15056,1868021,Bontonfilm,Diana,78,87,1,1,GBR,2013,38,1105.0,52788.0,13951,1815233,,12.9.2013,19.9.2013,,
278906,38510249,Falcon,Šmoulové 2 ,2,43,7,2,USA,2013,38,17703.0,2312536.0,11839,1585824,-0.21229903572913392,12.9.2013,19.9.2013,,
35246,4464161,Bioscop/AQS,Colette,1,61,2,3,CZE,2013,38,22866.0,2977649.0,10641,1470473,-0.27170848785976925,12.9.2013,19.9.2013,,
54162,7305442,Warner Bros,Millerovi na tripu,7,30,4,4,USA,2013,38,12520.0,1712807.0,8938,1269039,0.11382131660341456,12.9.2013,19.9.2013,,
74886,10658258,Falcon,Elysium,4,44,4,5,USA,2013,38,14229.0,2054464.0,7344,1088861,-0.27206561204099683,12.9.2013,19.9.2013,,
113003,15554776,Falcon,Letadla,5,50,5,6,USA,2013,38,12165.0,1628458.0,8239,1078586,-0.27339860659945325,12.9.2013,19.9.2013,,
20679,2743233,Bontonfilm,Justin: Jak se stát rytířem ,3,57,2,7,ESP,2013,38,12942.0,1801348.0,6666,894981,-0.41936381683945556,12.9.2013,19.9.2013,,
20177,2608960,Bontonfilm,Mortal Instruments: Město z kostí,6,45,2,8,USA,2013,38,13119.0,1702402.0,6151,812521,-0.3252405818476553,12.9.2013,19.9.2013,,
6379,739085,35 mm,Oggy a škodíci,27,67,1,9,FRA,2013,38,200.0,23375.0,6179,715710,29.618609625668448,12.9.2013,19.9.2013,,
33902,4575098,Bioscop/AQS,Riddick,8,48,3,10,USA,2013,38,10792.0,1519607.0,5120,695157,-0.37727411577218933,12.9.2013,19.9.2013,,
211255,27321269,Bontonfilm,Revival ,11,34,11,11,CZE,2013,38,5640.0,708777.0,3827,481674,0.01713190064215592,12.9.2013,19.9.2013,,
8374,1075670,CinemArt,Nejvyšší nabídka,12,32,2,12,ITA,2013,38,5742.0,726691.0,2583,344139,-0.228019210968467,12.9.2013,19.9.2013,,
29080,4470354,Falcon,One Direction 3D: This is Us,9,41,3,13,USA,2013,38,6024.0,901521.0,2255,341936,-0.5249569324812448,12.9.2013,19.9.2013,,
1306508,212253420,CinemArt,Avatar 3D,48,1,197,14,USA,2013,38,28.0,3360.0,1434,285656,84.01666666666667,12.9.2013,19.9.2013,,
62185,8559003,Falcon,Líbánky,10,28,5,15,CZE,2013,38,5440.0,742468.0,2073,280268,-0.4347133308323148,12.9.2013,19.9.2013,,
238050,32505179,CinemArt,"Já, padouch 2",14,21,12,16,USA,2013,38,2021.0,242313.0,1901,223902,0.02095701895980958,12.9.2013,19.9.2013,,
39389,5035839,Bioscop/AQS,Jasmíniny slzy,15,12,8,17,USA,2013,38,2738.0,326863.0,1322,187593,-0.09359598770800719,12.9.2013,19.9.2013,,
34460,4686454,Falcon,Machři 2,16,13,6,18,USA,2013,38,1908.0,274172.0,1033,146756,-0.28697266071003447,12.9.2013,19.9.2013,,
81961,10938567,Warner Bros,V zajetí démonů,17,13,9,19,USA,2013,38,2335.0,275070.0,1143,142860,-0.29088716042151663,12.9.2013,19.9.2013,,
42491,5777519,Bontonfilm,jOBS,13,9,6,20,USA,2013,38,2469.0,335681.0,799,122734,-0.45504355779733413,12.9.2013,19.9.2013,,
38064,4713521,Bontonfilm,Donšajni,,123,1,1,CZE,2013,39,,,37905,4713521,,19.9.2013,26.9.2013,,
7124,999401,CinemArt,Hra na hraně,,63,1,2,USA,2013,39,,,7124,999401,,19.9.2013,26.9.2013,,
288022,39677449,Falcon,Šmoulové 2 ,2,52,8,3,USA,2013,39,13386.0,1774472.0,7569,978552,-0.38640083171659434,19.9.2013,26.9.2013,,
63220,8550619,Warner Bros,Millerovi na tripu,4,32,5,4,USA,2013,39,12143.0,1700314.0,5853,813902,-0.3586469761764611,19.9.2013,26.9.2013,,
45041,5793703,Bioscop/AQS,Colette,3,39,3,5,CZE,2013,39,15175.0,2067320.0,5261,732695,-0.5026618328533232,19.9.2013,26.9.2013,,
119072,16297245,Falcon,Letadla,6,58,6,6,USA,2013,39,9052.0,1184862.0,5256,636193,-0.41016015412771906,19.9.2013,26.9.2013,,
81438,11612185,Falcon,Elysium,5,35,5,7,USA,2013,39,9794.0,1439808.0,4102,602980,-0.4467164791282238,19.9.2013,26.9.2013,,
24208,3052952,Bontonfilm,Diana,1,49,2,8,GBR,2013,39,19118.0,2455815.0,3985,544349,-0.7008221566236124,19.9.2013,26.9.2013,,
3274,424196,Falcon,"Zataženo, občas trakaře 2",,27,-1,9,USA,2013,39,,,3274,424196,,19.9.2013,26.9.2013,,
24712,3279955,Bontonfilm,Justin: Jak se stát rytířem ,7,55,3,10,ESP,2013,39,7536.0,1009280.0,3163,422423,-0.528008974492196,19.9.2013,26.9.2013,,
10075,1172884,35 mm,Oggy a škodíci,9,60,2,11,FRA,2013,39,6977.0,812607.0,2898,336902,-0.5319960548432355,19.9.2013,26.9.2013,,
24630,3188572,Bontonfilm,Mortal Instruments: Město z kostí,8,25,3,12,USA,2013,39,8056.0,1058116.0,2548,334017,-0.5889127788697154,19.9.2013,26.9.2013,,
37750,5093133,Bioscop/AQS,Riddick,10,28,4,13,USA,2013,39,6879.0,926103.0,2089,287089,-0.5874428957991139,19.9.2013,26.9.2013,,
1308541,212655797,CinemArt,Avatar ,14,1,198,14,USA,2013,39,2095.0,413947.0,1372,274086,-0.04050326266558378,19.9.2013,26.9.2013,,
214575,27734443,Bontonfilm,Revival ,11,28,12,15,CZE,2013,39,5167.0,640150.0,1980,254698,-0.4712232754933835,19.9.2013,26.9.2013,,
11308,1452446,CinemArt,Nejvyšší nabídka,13,25,3,16,ITA,2013,39,3928.0,510945.0,1589,209970,-0.3898686286645803,19.9.2013,26.9.2013,,
41787,5328184,Bioscop/AQS,Jasmíniny slzy,18,13,9,17,USA,2013,39,2521.0,321841.0,1199,158097,-0.15723401193008268,19.9.2013,26.9.2013,,
734,153476,Forum Film,Metallica: Through the Never,,1,-1,18,USA,2013,39,,,734,153476,,19.9.2013,26.9.2013,,
239411,32667158,CinemArt,"Já, padouch 2",16,20,13,19,USA,2013,39,2136.0,244681.0,1126,141200,-0.3693669551857509,19.9.2013,26.9.2013,,
30900,4745144,Falcon,One Direction 3D: This is Us,12,19,4,20,USA,2013,39,3199.0,485537.0,876,131189,-0.637415150242112,19.9.2013,26.9.2013,,
36643,6083196,Warner Bros,Gravitace ,,85,1,1,USA,2013,40,,,36643,6083196,,26.9.2013,3.10.2013,,
22702,3115238,Bioscop/AQS,Rivalové,29,77,1,2,USA,2013,40,875.0,87830.0,20800,2933885,68.13018378887841,26.9.2013,3.10.2013,,
70798,8948914,Bontonfilm,Donšajni,1,72,2,3,CZE,2013,40,51754.0,6391212.0,18885,2557702,-0.45967668507881126,26.9.2013,3.10.2013,,
21035,2965131,Falcon,"Zataženo, občas trakaře 2",9,51,1,4,USA,2013,40,3274.0,424196.0,17761,2540935,4.990002263104791,26.9.2013,3.10.2013,,
295472,40586725,Falcon,Šmoulové 2 ,3,59,9,5,USA,2013,40,8558.0,1101189.0,6461,786639,-0.19611936820935422,26.9.2013,3.10.2013,,
69935,9476676,Warner Bros,Millerovi na tripu,4,33,6,6,USA,2013,40,8181.0,1123622.0,4387,616337,-0.24273806920243468,26.9.2013,3.10.2013,,
13733,1928814,CinemArt,Hra na hraně,2,39,2,7,USA,2013,40,9893.0,1378858.0,3840,549956,-0.4497143789129689,26.9.2013,3.10.2013,,
51168,6639585,Bioscop/AQS,Colette,5,33,4,8,CZE,2013,40,7756.0,1058616.0,3632,519961,-0.29034454991503966,26.9.2013,3.10.2013,,
4260,795628,Forum Film,Metallica: Through the Never,18,31,1,9,USA,2013,40,1340.0,280300.0,2920,515328,2.357710651828299,26.9.2013,3.10.2013,,
123400,16846631,Falcon,Letadla,6,36,7,10,USA,2013,40,6160.0,743139.0,3424,442440,-0.3229510178535631,26.9.2013,3.10.2013,,
2771,363749,Bontonfilm,Kameňák 4,,13,-1,11,CZE,2013,40,,,2771,363749,,26.9.2013,3.10.2013,,
28096,3557176,Bontonfilm,Diana,8,31,3,12,GBR,2013,40,6022.0,784576.0,1830,261687,-0.5192661325730368,26.9.2013,3.10.2013,,
84776,12091213,Falcon,Elysium,7,26,6,13,USA,2013,40,5682.0,827096.0,1758,254912,-0.5780860008606706,26.9.2013,3.10.2013,,
12460,1432268,35 mm,Oggy a škodíci,11,44,3,14,FRA,2013,40,3366.0,391772.0,1917,204514,-0.3963434791848686,26.9.2013,3.10.2013,,
26548,3516581,Bontonfilm,Justin: Jak se stát rytířem ,10,32,4,15,ESP,2013,40,3480.0,464479.0,1491,190370,-0.5493379858577776,26.9.2013,3.10.2013,,
217394,28044581,Bontonfilm,Revival ,15,19,13,16,CZE,2013,40,3264.0,392134.0,1535,172702,-0.32193421228278196,26.9.2013,3.10.2013,,
43512,5555818,Bioscop/AQS,Jasmíniny slzy,17,10,10,17,USA,2013,40,1889.0,245857.0,1035,139874,-0.1152646792791767,26.9.2013,3.10.2013,,
26494,3431433,Bontonfilm,Mortal Instruments: Město z kostí,12,18,4,18,USA,2013,40,3427.0,448494.0,985,128384,-0.6156363298874009,26.9.2013,3.10.2013,,
12973,1667136,CinemArt,Nejvyšší nabídka,16,20,4,19,ITA,2013,40,2394.0,310744.0,860,113916,-0.45746535219317047,26.9.2013,3.10.2013,,
39085,5276460,Bioscop/AQS,Riddick,13,10,5,20,USA,2013,40,2865.0,389640.0,559,80776,-0.7186377743487211,26.9.2013,3.10.2013,,
58192,7506249,Bontonfilm,Kameňák 4,12,127,1,1,CZE,2013,41,2771.0,363749.0,55421,7142500,18.635792813176117,3.10.2013,10.10.2013,,
86321,14769739,Warner Bros,Gravitace ,1,53,2,2,USA,2013,41,53848.0,8967933.0,32473,5801806,-0.050780522713150415,3.10.2013,10.10.2013,,
54589,7551456,Bioscop/AQS,Rivalové,2,57,2,3,USA,2013,41,32333.0,4493766.0,20354,2876337,-0.020736438397205546,3.10.2013,10.10.2013,,
41973,5908325,Falcon,"Zataženo, občas trakaře 2",4,60,2,4,USA,2013,41,20725.0,2954001.0,17974,2530128,-0.004253158778166305,3.10.2013,10.10.2013,,
89487,11511960,Bontonfilm,Donšajni,3,45,3,5,CZE,2013,41,26960.0,3596448.0,10614,1524300,-0.40403534109915856,3.10.2013,10.10.2013,,
7182,960443,Bontonfilm,Zmizení,,35,1,6,USA,2013,41,159.0,0.0,7023,960443,,3.10.2013,10.10.2013,,
5540,763770,CinemArt,Turbo,,27,-1,7,USA,2013,41,,,5540,763770,,3.10.2013,10.10.2013,,
301656,41311891,Falcon,Šmoulové 2 ,6,45,10,8,USA,2013,41,7188.0,848545.0,5457,663260,-0.14668992729766275,3.10.2013,10.10.2013,,
3913,548625,Falcon,2 zbraně,,30,1,9,USA,2013,41,,,3913,548625,,3.10.2013,10.10.2013,,
127569,17357419,Falcon,Letadla,11,38,8,10,USA,2013,41,3943.0,501544.0,3650,451684,-0.007963804880191518,3.10.2013,10.10.2013,,
1772,296887,Hollywood,Make your move,,37,1,11,KOR,2013,41,,,1772,296887,,3.10.2013,10.10.2013,,
55171,7146335,Bioscop/AQS,Colette,9,20,5,12,CZE,2013,41,5707.0,777500.0,1923,248661,-0.5217699019734172,3.10.2013,10.10.2013,,
73418,9947705,Warner Bros,Millerovi na tripu,7,16,7,13,USA,2013,41,6108.0,844305.0,1762,243061,-0.6056362022724581,3.10.2013,10.10.2013,,
16347,2299495,CinemArt,Hra na hraně,8,21,3,14,USA,2013,41,5261.0,746731.0,1193,173906,-0.6842871562497731,3.10.2013,10.10.2013,,
13832,1579448,35 mm,Oggy a škodíci,15,30,4,15,FRA,2013,41,2067.0,221276.0,1222,130418,-0.37265559986338864,3.10.2013,10.10.2013,,
27573,3638511,Bontonfilm,Justin: Jak se stát rytířem ,16,22,5,16,ESP,2013,41,1524.0,194828.0,992,117472,-0.38292798235016023,3.10.2013,10.10.2013,,
5929,1073721,Forum Film,Metallica: Through the Never,10,8,2,17,USA,2013,41,3923.0,681929.0,666,111492,-0.7836484724292101,3.10.2013,10.10.2013,,
44797,5719555,Bioscop/AQS,Jasmíniny slzy,18,10,11,18,USA,2013,41,1479.0,196379.0,841,107232,-0.23336717331312468,3.10.2013,10.10.2013,,
219653,28292465,Bontonfilm,Revival ,17,8,14,19,CZE,2013,41,2928.0,314816.0,866,105770,-0.38755775845097334,3.10.2013,10.10.2013,,
241029,32862620,CinemArt,"Já, padouch 2",22,14,15,20,USA,2013,41,678.0,82960.0,857,100976,0.25892679034510274,3.10.2013,10.10.2013,,
124630,21543143,Warner Bros,Gravitace ,2,56,3,1,USA,2013,42,46471.0,8251857.0,24311,4323353,-0.2657597000373119,10.10.2013,17.10.2013,,
29968,4206664,CinemArt,Turbo,7,102,1,2,USA,2013,42,5540.0,763770.0,24428,3442894,3.507762808175236,10.10.2013,17.10.2013,,
93424,12180564,Bontonfilm,Kameňák 4,1,72,2,3,CZE,2013,42,68492.0,8802848.0,22161,3013967,-0.5837047204865653,10.10.2013,17.10.2013,,
79984,11087047,Bioscop/AQS,Rivalové,3,40,3,4,USA,2013,42,30318.0,4198260.0,15431,2213668,-0.23038642551272678,10.10.2013,17.10.2013,,
15903,2134173,Bontonfilm,Plán útěku,,61,1,5,USA,2013,42,159.0,0.0,15744,2134173,,10.10.2013,17.10.2013,,
53556,7492792,Falcon,"Zataženo, občas trakaře 2",4,67,3,6,USA,2013,42,20157.0,2837254.0,9400,1277341,-0.4970530134704197,10.10.2013,17.10.2013,,
8864,1184963,Forum Film,Carrie,,65,1,7,USA,2013,42,,,8864,1184963,,10.10.2013,17.10.2013,,
99709,12908027,Bontonfilm,Donšajni,5,42,4,8,CZE,2013,42,14559.0,2045440.0,6277,874927,-0.42898082520786834,10.10.2013,17.10.2013,,
6566,865314,Blue Sky Film,Don Jon,,41,1,9,USA,2013,42,563.0,50300.0,6003,815014,,10.10.2013,17.10.2013,,
14798,1977023,Bontonfilm,Zmizení,6,32,2,10,USA,2013,42,10449.0,1401038.0,4190,575985,-0.4002923650856948,10.10.2013,17.10.2013,,
305129,41713434,Falcon,Šmoulové 2 ,8,27,11,11,USA,2013,42,5958.0,722883.0,2972,341920,-0.4844857220396225,10.10.2013,17.10.2013,,
129368,17565163,Falcon,Letadla,10,24,9,12,USA,2013,42,3949.0,484853.0,1500,174575,-0.6208880221679798,10.10.2013,17.10.2013,,
6509,906605,Falcon,2 zbraně,9,42,2,13,USA,2013,42,5290.0,737564.0,1219,169041,-0.6918824333561175,10.10.2013,17.10.2013,,
3419,563208,Hollywood,Make your move,12,34,2,14,KOR,2013,42,2577.0,426950.0,842,136258,-0.5480768274036756,10.10.2013,17.10.2013,,
221495,28459456,Bontonfilm,Revival ,20,12,15,15,CZE,2013,42,1346.0,153934.0,1362,118827,0.08726324457864397,10.10.2013,17.10.2013,,
7182,1280977,Forum Film,Metallica: Through the Never,19,9,3,16,USA,2013,42,1243.0,204780.0,676,113968,0.022207871416783268,10.10.2013,17.10.2013,,
56960,7361393,Bioscop/AQS,Colette,13,14,6,17,CZE,2013,42,2844.0,358313.0,868,105406,-0.5761056217098781,10.10.2013,17.10.2013,,
46126,5860948,Bioscop/AQS,Jasmíniny slzy,21,9,12,18,USA,2013,42,1387.0,165943.0,783,82682,-0.24066931158621704,10.10.2013,17.10.2013,,
74652,10115885,Warner Bros,Millerovi na tripu,14,4,8,19,USA,2013,42,2428.0,331207.0,568,80034,-0.67072463291108,10.10.2013,17.10.2013,,
241720,32947855,CinemArt,"Já, padouch 2",22,11,16,20,USA,2013,42,967.0,112608.0,581,73603,-0.2710842180320076,10.10.2013,17.10.2013,,
72420,9875777,Bioscop/AQS,Příběh Kmotra,,107,1,1,CZE,2013,43,1344.0,9328.0,71076,9866449,,17.10.2013,24.10.2013,,
149660,26132074,Warner Bros,Gravitace ,1,38,4,2,USA,2013,43,33527.0,5949252.0,15753,2955102,-0.31647913089678315,17.10.2013,24.10.2013,,
48548,6782638,CinemArt,Turbo,2,79,2,3,USA,2013,43,27431.0,3858545.0,15577,2160323,-0.37252700780215714,17.10.2013,24.10.2013,,
97853,13633076,Bioscop/AQS,Rivalové,4,37,4,4,USA,2013,43,22190.0,3140526.0,11074,1615211,-0.2703463211285522,17.10.2013,24.10.2013,,
109043,14281603,Bontonfilm,Kameňák 4,3,50,3,5,CZE,2013,43,26792.0,3618290.0,10988,1496716,-0.5037688563000656,17.10.2013,24.10.2013,,
31883,4303251,Bontonfilm,Plán útěku,5,32,2,6,USA,2013,43,21860.0,2920857.0,9864,1382394,-0.35225775979735474,17.10.2013,24.10.2013,,
