celkem_diváci,celkem_tržby,distributor,film,min_poř,poč_kin,poč_týd,poř,prod,rok,týden,týden_diváci,týden_tržby,víkend_diváci,víkend_tržby,změna_v_%,týden_od,víkend_od,datum,formát
25669,3437915,Bioscop/AQS,Pat a Mat znovu v akci,3,77,2,7,CZE,2018,24,16228.0,2184719.0,6727,922518,-0.46454298982912723,7.06.2018,14.06.2018,,
7872,959725,CinemArt,"Já, Simon",24,90,1,8,USA,2018,24,314.0,42356.0,6624,917369,29.748081112786995,7.06.2018,14.06.2018,,
21835,3096934,Bontonfilm,Backstage,5,63,2,9,CZE,2018,24,15640.0,2197564.0,6185,898170,-0.4248745272761501,7.06.2018,14.06.2018,,
600868,95244799,Falcon,Avengers: Infinity War,7,39,8,10,USA,2018,24,7514.0,1185832.0,4018,650193,-0.25328685945287915,7.06.2018,14.06.2018,,
14057,2043615,CinemArt,Ghost Stories,6,47,2,11,GBR,2018,24,10214.0,1461936.0,3746,571999,-0.44362566057409764,7.06.2018,14.06.2018,,
26225,3920656,Bioscop/AQS,Dámský klub,8,30,4,12,USA,2018,24,4518.0,688370.0,1760,258734,-0.3819432666467602,7.06.2018,14.06.2018,,
184999,24494780,Falcon,Králíček Petr,9,21,13,13,USA,2018,24,2884.0,314227.0,1047,138022,-0.4711030724779853,7.06.2018,14.06.2018,,
77030,10779461,CinemArt,Tiché místo,11,15,7,14,USA,2018,24,2037.0,315224.0,769,117278,-0.4712324443743096,7.06.2018,14.06.2018,,
20968,2562669,Bohemia Motion Pictures,Hledá se princezna,12,21,5,15,UKR,2018,24,1455.0,202399.0,578,83007,-0.4601205845815637,7.06.2018,14.06.2018,,
28392,3640959,Vertical Entertainment ,Půlnoční láska,14,11,6,16,USA,2018,24,1240.0,185390.0,543,82810,-0.36422264875239924,7.06.2018,14.06.2018,,
46541,5972521,CinemArt,Hastrman,17,21,9,17,CZE,2018,24,1309.0,144455.0,828,79280,0.029904648081269972,7.06.2018,14.06.2018,,
1175,96478,Aerofilms,Teheránská tabu,,15,1,18,DEU,2018,24,336.0,10880.0,654,73639,,7.06.2018,14.06.2018,,
9763,1423160,CinemArt,Delirium,10,20,3,19,USA,2018,24,2399.0,362041.0,477,70192,-0.709581990376221,7.06.2018,14.06.2018,,
75756,10330270,Bioscop/AQS,Dvě nevěsty a jedna svatba,15,13,8,20,CZE,2018,24,1293.0,154020.0,483,62067,-0.29782901360967495,7.06.2018,14.06.2018,,
139274,22400971,CinemArt,Jurský svět: Zánik říše,,157,1,1,USA,2018,25,5468.0,896872.0,133806,21504099,,14.06.2018,21.06.2018,,
48470,7690076,Bontonfilm,Escobar,1,56,2,2,ESP,2018,25,28194.0,4372546.0,19847,3250499,0.11672790549466028,14.06.2018,21.06.2018,,
17441,2698086,Bontonfilm,Jsem božská,,80,1,3,USA,2018,25,1585.0,258884.0,15856,2439202,,14.06.2018,21.06.2018,,
26294,3672578,Bontonfilm,Příšerky z vesmíru,4,87,2,4,DEU,2018,25,10668.0,1451336.0,12718,1794446,0.5037235981513992,14.06.2018,21.06.2018,,
316919,49772990,CinemArt,Deadpool 2,2,46,6,5,USA,2018,25,14573.0,2300079.0,7837,1259425,-0.243851991498457,14.06.2018,21.06.2018,,
35554,4797189,Bioscop/AQS,Pat a Mat znovu v akci,7,85,3,6,CZE,2018,25,7983.0,1094250.0,8629,1187542,0.2872832833614087,14.06.2018,21.06.2018,,
17816,2670872,Vertical Entertainment ,Máš ji!,3,41,2,7,USA,2018,25,11921.0,1744096.0,5895,926776,-0.22838562069192322,14.06.2018,21.06.2018,,
28210,3998154,Bontonfilm,Backstage,9,45,3,8,CZE,2018,25,8621.0,1229869.0,3939,569521,-0.36590957168464766,14.06.2018,21.06.2018,,
29814,4543526,Vertical Entertainment ,Debbie a její parťačky,6,33,3,9,USA,2018,25,8963.0,1393285.0,3454,564013,-0.43681094558660677,14.06.2018,21.06.2018,,
121837,19573851,Falcon,Solo: Star Wars Story,5,33,5,10,USA,2018,25,8698.0,1395702.0,3295,524883,-0.49743250450257226,14.06.2018,21.06.2018,,
605816,95949214,Falcon,Avengers: Infinity War,10,26,9,11,USA,2018,25,5487.0,855449.0,3479,499159,-0.23229102743339286,14.06.2018,21.06.2018,,
188672,24937704,Falcon,Králíček Petr,13,28,14,12,USA,2018,25,1671.0,203933.0,3049,377013,1.7315427975250322,14.06.2018,21.06.2018,,
13540,1749882,CinemArt,"Já, Simon",8,41,2,13,USA,2018,25,9756.0,1341891.0,2536,365635,-0.6014308309960332,14.06.2018,21.06.2018,,
17592,2571358,CinemArt,Ghost Stories,11,34,3,14,GBR,2018,25,5227.0,784495.0,2054,315247,-0.44886791760125455,14.06.2018,21.06.2018,,
68581,6374410,Aerofilms,Planeta Česko,21,18,14,15,CZE,2018,25,2335.0,162407.0,2805,195481,2.3119461904681224,14.06.2018,21.06.2018,,
22380,2763044,Bohemia Motion Pictures,Hledá se princezna,15,19,6,16,UKR,2018,25,635.0,90584.0,1355,192798,1.3226715819147783,14.06.2018,21.06.2018,,
28514,4253284,Bioscop/AQS,Dámský klub,12,25,5,17,USA,2018,25,2859.0,405509.0,1190,185853,-0.28168311856965067,14.06.2018,21.06.2018,,
337738,50801628,CinemArt,Jurský svět,,1,159,18,USA,2018,25,,,569,101300,,14.06.2018,21.06.2018,,
25693,3180975,Bontonfilm,V husí kůži,23,16,10,19,USA,2018,25,766.0,71709.0,925,92678,1.1797869087659054,14.06.2018,21.06.2018,,
2741,266159,Aerofilms,Teheránská tabu,18,14,2,20,DEU,2018,25,1392.0,151037.0,828,92283,0.2531810589497413,14.06.2018,21.06.2018,,
250953,40311906,CinemArt,Jurský svět: Zánik říše,1,102,2,1,USA,2018,26,173605.0,27748332.0,71880,11666702,-0.4614869313198052,21.06.2018,28.06.2018,,
69796,11049528,Bontonfilm,Escobar,2,51,3,2,ESP,2018,26,28529.0,4566657.0,12627,2041254,-0.372018265503235,21.06.2018,28.06.2018,,
40904,6220311,Bontonfilm,Jsem božská,3,52,2,3,USA,2018,26,26475.0,3957916.0,12844,2003511,-0.18027373428985952,21.06.2018,28.06.2018,,
38747,5339227,Bontonfilm,Příšerky z vesmíru,4,55,3,4,DEU,2018,26,15439.0,2154045.0,9728,1306570,-0.27188112654267665,21.06.2018,28.06.2018,,
6932,1028458,Vertical Entertainment ,Sicario 2: Soldado,,118,1,5,USA,2018,26,253.0,41277.0,6679,987181,,21.06.2018,28.06.2018,,
43555,5773412,Bioscop/AQS,Pat a Mat znovu v akci,6,62,4,6,CZE,2018,26,11088.0,1446910.0,5542,716855,-0.3993583480940643,21.06.2018,28.06.2018,,
6179,777773,Bioscop/AQS,"Jim Knoflík, Lukáš a lokomotiva EMA",21,134,1,7,DEU,2018,26,1043.0,88663.0,5136,689110,6.772238701600442,21.06.2018,28.06.2018,,
325646,51052711,CinemArt,Deadpool 2,5,40,7,8,USA,2018,26,12277.0,1871455.0,4287,667691,-0.4698445719276654,21.06.2018,28.06.2018,,
24403,3665736,Vertical Entertainment ,Máš ji!,7,29,3,9,USA,2018,26,8782.0,1341209.0,3696,579551,-0.3746590330349513,21.06.2018,28.06.2018,,
3569,517540,CinemArt,Láska bez bariér,,69,1,10,FRA,2018,26,6.0,660.0,3563,516880,,21.06.2018,28.06.2018,,
197971,25722262,Falcon,Králíček Petr,12,27,15,11,USA,2018,26,8125.0,735251.0,4223,426320,0.12244709896712329,21.06.2018,28.06.2018,,
34148,4727290,Bontonfilm,Backstage,8,25,4,12,CZE,2018,26,6736.0,903692.0,3141,394965,-0.30649616080882003,21.06.2018,28.06.2018,,
611695,96610338,Falcon,Avengers: Infinity War,11,29,10,13,USA,2018,26,6251.0,784284.0,3107,375999,-0.24673500828393358,21.06.2018,28.06.2018,,
126075,20152175,Falcon,Solo: Star Wars Story,10,26,6,14,USA,2018,26,5385.0,797137.0,2148,306070,-0.41687957125683245,21.06.2018,28.06.2018,,
33413,5086149,Vertical Entertainment ,Debbie a její parťačky,9,26,4,15,USA,2018,26,5100.0,806441.0,1953,300195,-0.4677516298383193,21.06.2018,28.06.2018,,
263435,35948644,Falcon,Coco,24,21,24,16,USA,2018,26,4977.0,326743.0,3619,212581,2.104459956773176,21.06.2018,28.06.2018,,
75271,6827865,Aerofilms,Planeta Česko,15,20,15,17,CZE,2018,26,6543.0,444848.0,2952,204088,0.04402985456387066,21.06.2018,28.06.2018,,
24615,2993408,Bohemia Motion Pictures,Hledá se princezna,16,18,7,18,UKR,2018,26,2181.0,251156.0,1409,172006,-0.10784344235936058,21.06.2018,28.06.2018,,
427547,64410914,Falcon,Jumanji: Vítejte v džungli!,29,18,28,19,USA,2018,26,4035.0,255930.0,2501,138055,2.4841257823541287,21.06.2018,28.06.2018,,
16954,2163725,CinemArt,"Já, Simon",13,24,3,20,USA,2018,26,5005.0,657501.0,932,120417,-0.6706633664720281,21.06.2018,28.06.2018,,
51554,8144326,Falcon,Ant-Man a Wasp,,131,1,1,USA,2018,27,5745.0,931069.0,45809,7213257,,28.06.2018,5.07.2018,,
297273,47809576,CinemArt,Jurský svět: Zánik říše,1,59,3,2,USA,2018,27,93291.0,15055518.0,24909,4108854,-0.6482119043362655,28.06.2018,5.07.2018,,
9602,1418136,CinemArt,První očista,,79,1,3,USA,2018,27,,,9602,1418136,,28.06.2018,5.07.2018,,
7224,1200578,Falcon,Hotel Transylvánie 3: Příšerózní dovolená,,31,-1,4,USA,2018,27,,,7224,1200578,,28.06.2018,5.07.2018,,
81985,13011393,Bontonfilm,Escobar,2,46,4,5,ESP,2018,27,18087.0,2866226.0,6729,1136893,-0.44304187523943617,28.06.2018,5.07.2018,,
54655,8352054,Bontonfilm,Jsem božská,3,34,3,6,USA,2018,27,19770.0,3037259.0,6825,1097995,-0.4519645761865046,28.06.2018,5.07.2018,,
6083,909509,Forum Film,Manžel na zkoušku,127,61,1,7,USA,2018,27,139.0,0.0,5805,909509,,28.06.2018,5.07.2018,,
5685,851791,Vertical Entertainment ,Než přišla bouře,,66,1,8,USA,2018,27,,,5685,851791,,28.06.2018,5.07.2018,,
45106,6252739,Bontonfilm,Příšerky z vesmíru,4,47,4,9,DEU,2018,27,12198.0,1654468.0,3889,565614,-0.5671001171004998,28.06.2018,5.07.2018,,
47944,6311838,Bioscop/AQS,Pat a Mat znovu v akci,6,63,5,10,CZE,2018,27,7322.0,923998.0,2609,331283,-0.5378660956539328,28.06.2018,5.07.2018,,
10989,1654798,Vertical Entertainment ,Sicario 2: Soldado,5,27,2,11,USA,2018,27,9241.0,1366932.0,1495,246589,-0.7503682384585715,28.06.2018,5.07.2018,,
328615,51504595,CinemArt,Deadpool 2,8,14,8,12,USA,2018,27,6209.0,949929.0,1047,169646,-0.7459213917815277,28.06.2018,5.07.2018,,
199561,25937559,Falcon,Králíček Petr,11,14,16,13,USA,2018,27,4934.0,508614.0,879,133003,-0.6880207355976731,28.06.2018,5.07.2018,,
1011,131555,Bioscop/AQS,"Muž, který zabil Dona Quijota",,35,1,14,ESP,2018,27,,,1011,131555,,28.06.2018,5.07.2018,,
8075,1043171,Bioscop/AQS,"Jim Knoflík, Lukáš a lokomotiva EMA",7,63,2,15,DEU,2018,27,6283.0,849740.0,749,104768,-0.8490787824658955,28.06.2018,5.07.2018,,
26508,3978286,Vertical Entertainment ,Máš ji!,9,10,4,16,USA,2018,27,5160.0,790969.0,641,101132,-0.8260606342048189,28.06.2018,5.07.2018,,
34736,5293884,Vertical Entertainment ,Debbie a její parťačky,15,6,5,17,USA,2018,27,2731.0,414062.0,545,93868,-0.6873099152217725,28.06.2018,5.07.2018,,
5929,843846,CinemArt,Láska bez bariér,10,16,2,18,FRA,2018,27,5411.0,768134.0,512,75052,-0.8559987720409064,28.06.2018,5.07.2018,,
612952,96801260,Falcon,Avengers: Infinity War,13,9,11,19,USA,2018,27,3932.0,499400.0,432,67521,-0.8204223947404116,28.06.2018,5.07.2018,,
35591,4924841,Bontonfilm,Backstage,12,9,5,20,CZE,2018,27,4133.0,527545.0,451,64971,-0.8355018799134101,28.06.2018,5.07.2018,,
101011,14787358,Falcon,Hotel Transylvánie 3: Příšerózní dovolená,4,144,1,1,USA,2018,28,7376.0,1218678.0,93635,13568680,10.301789637991034,5.07.2018,12.07.2018,,
98420,15483706,Falcon,Ant-Man a Wasp,1,71,2,2,USA,2018,28,68596.0,10714392.0,24079,3838245,-0.47048515666527374,5.07.2018,12.07.2018,,
21230,2885114,Bontonfilm,Úsměvy smutných mužů,,108,1,3,CZE,2018,28,1523.0,4952.0,19707,2880162,,5.07.2018,12.07.2018,,
327693,52644090,CinemArt,Jurský svět: Zánik říše,2,49,4,4,USA,2018,28,39800.0,6428969.0,15523,2514399,-0.3880534572413622,5.07.2018,12.07.2018,,
11892,1922965,CinemArt,Mrakodrap,,98,1,5,USA,2018,28,,,11892,1922965,,5.07.2018,12.07.2018,,
68065,10439463,Bontonfilm,Jsem božská,6,30,4,6,USA,2018,28,13551.0,2096515.0,6684,1088889,-0.008293298239063019,5.07.2018,12.07.2018,,
21339,3148441,CinemArt,První očista,3,44,2,7,USA,2018,28,15615.0,2262630.0,5724,885811,-0.3771088590362395,5.07.2018,12.07.2018,,
15172,2240931,Vertical Entertainment ,Než přišla bouře,8,46,2,8,USA,2018,28,10797.0,1573578.0,4375,667353,-0.21652964166092387,5.07.2018,12.07.2018,,
89973,14324182,Bontonfilm,Escobar,5,29,5,9,ESP,2018,28,10858.0,1792510.0,3857,657172,-0.42195791512481823,5.07.2018,12.07.2018,,
14011,2134344,Forum Film,Manžel na zkoušku,7,33,2,10,USA,2018,28,10126.0,1551298.0,3607,583046,-0.36079960620468804,5.07.2018,12.07.2018,,
4526,542191,Aerofilms,Tísňové volání,27,25,1,11,DNK,2018,28,1743.0,188853.0,2476,345102,9.87140877016129,5.07.2018,12.07.2018,,
2623,243801,Aerofilms,Studená válka,,13,1,12,POL,2018,28,1509.0,103894.0,1114,139907,,5.07.2018,12.07.2018,,
12671,1920564,Vertical Entertainment ,Sicario 2: Soldado,11,14,3,13,USA,2018,28,2413.0,382690.0,774,129665,-0.47416551427679254,5.07.2018,12.07.2018,,
50093,6613839,Bioscop/AQS,Pat a Mat znovu v akci,10,25,6,14,CZE,2018,28,3882.0,510386.0,876,122898,-0.6290241274076847,5.07.2018,12.07.2018,,
329918,51701040,CinemArt,Deadpool 2,12,10,9,15,USA,2018,28,1616.0,257224.0,713,108567,-0.36003796140197825,5.07.2018,12.07.2018,,
49606,6881900,Bontonfilm,Příšerky z vesmíru,9,28,5,16,DEU,2018,28,7627.0,1087557.0,762,107218,-0.8104396284391829,5.07.2018,12.07.2018,,
614850,97071460,Falcon,Avengers: Infinity War,19,8,12,17,USA,2018,28,877.0,125812.0,484,65589,-0.028613320300351002,5.07.2018,12.07.2018,,
51264,6402692,CinemArt,Hastrman,28,10,13,18,CZE,2018,28,359.0,35693.0,671,59433,0.9041104667926826,5.07.2018,12.07.2018,,
27212,4089556,Vertical Entertainment ,Máš ji!,16,3,5,19,USA,2018,28,1044.0,162878.0,297,49524,-0.5103033658980343,5.07.2018,12.07.2018,,
35397,5393623,Vertical Entertainment ,Debbie a její parťačky,17,3,6,20,USA,2018,28,877.0,144466.0,329,49141,-0.4764882601099416,5.07.2018,12.07.2018,,
76230,11369852,CinemArt,Mamma Mia! Here We Go Again,,147,1,1,USA,2018,29,11953.0,1742832.0,64277,9627020,,12.07.2018,19.07.2018,,
190682,28000911,Falcon,Hotel Transylvánie 3: Příšerózní dovolená,1,103,2,2,USA,2018,29,133683.0,19448640.0,49623,7333593,-0.4602083620087487,12.07.2018,19.07.2018,,
52732,7587350,Bontonfilm,Úsměvy smutných mužů,3,64,2,3,CZE,2018,29,35804.0,5199997.0,15405,2382401,-0.1727492810519247,12.07.2018,19.07.2018,,
128067,20046711,Falcon,Ant-Man a Wasp,2,60,3,4,USA,2018,29,38658.0,6055249.0,15068,2346001,-0.38878289426547813,12.07.2018,19.07.2018,,
13269,1958759,Vertical Entertainment ,Děsivé dědictví,,84,1,5,USA,2018,29,62.0,10679.0,12777,1883827,,12.07.2018,19.07.2018,,
348734,55933142,CinemArt,Jurský svět: Zánik říše,4,43,5,6,USA,2018,29,26153.0,4135935.0,10411,1667516,-0.3368132901739143,12.07.2018,19.07.2018,,
23904,3835856,CinemArt,Mrakodrap,5,46,2,7,USA,2018,29,18469.0,2944529.0,5435,891327,-0.5364829833096286,12.07.2018,19.07.2018,,
76914,11842084,Bontonfilm,Jsem božská,6,23,5,8,USA,2018,29,11307.0,1796096.0,4226,695414,-0.3613545549638209,12.07.2018,19.07.2018,,
94617,15084732,Bontonfilm,Escobar,9,17,6,9,ESP,2018,29,6515.0,1079566.0,1986,338156,-0.4854376023324183,12.07.2018,19.07.2018,,
20168,3003451,Vertical Entertainment ,Než přišla bouře,8,24,3,10,USA,2018,29,7284.0,1093267.0,2087,336606,-0.49561026922782997,12.07.2018,19.07.2018,,
26640,3941446,CinemArt,První očista,7,24,3,11,USA,2018,29,8982.0,1361203.0,2043,317613,-0.6414438294399144,12.07.2018,19.07.2018,,
8692,1105212,Aerofilms,Tísňové volání,11,13,2,12,DNK,2018,29,4626.0,629214.0,2016,278909,-0.1918070599416984,12.07.2018,19.07.2018,,
18318,2802640,Forum Film,Manžel na zkoušku,10,22,3,13,USA,2018,29,6297.0,990438.0,1617,260904,-0.5525155819609431,12.07.2018,19.07.2018,,
4518,466811,Aerofilms,Studená válka,13,11,2,14,POL,2018,29,2066.0,248024.0,943,114893,-0.1787901963447147,12.07.2018,19.07.2018,,
51444,6794218,Bioscop/AQS,Pat a Mat znovu v akci,15,28,7,15,CZE,2018,29,1360.0,192953.0,867,110324,-0.10231248677765302,12.07.2018,19.07.2018,,
51236,7091175,Bontonfilm,Příšerky z vesmíru,17,31,6,16,DEU,2018,29,1473.0,208577.0,919,107916,0.0065101009158909885,12.07.2018,19.07.2018,,
860,101274,Film Europe,"Utoya, 22.července",,15,1,17,NOR,2018,29,,,860,101274,,12.07.2018,19.07.2018,,
331257,51888918,CinemArt,Deadpool 2,16,6,10,18,USA,2018,29,1489.0,208278.0,563,88167,-0.18790240128215757,12.07.2018,19.07.2018,,
13646,2078428,Vertical Entertainment ,Sicario 2: Soldado,14,13,4,19,USA,2018,29,1238.0,203994.0,511,83535,-0.35576292754405586,12.07.2018,19.07.2018,,
615454,97154768,Falcon,Avengers: Infinity War,19,9,13,20,USA,2018,29,694.0,91478.0,394,57419,-0.12456357011084175,12.07.2018,19.07.2018,,
146293,19420055,CinemArt,Čertoviny,1,124,2,1,CZE,2018,2,84465.0,11265356.0,46460,6298633,-0.38560819163976573,4.01.2018,11.01.2018,,
243636,37567094,Falcon,Jumanji: Vítejte v džungli!,2,59,4,2,USA,2018,2,46225.0,7263827.0,35420,5643523,-0.07094779072169785,4.01.2018,11.01.2018,,
229725,32845590,Bontonfilm,Špindl,3,78,4,3,CZE,2018,2,40196.0,6014844.0,25632,3846581,-0.2067707950973219,4.01.2018,11.01.2018,,
16241,2387477,CinemArt,Nejtemnější hodina,,104,1,4,GBR,2018,2,453.0,10397.0,15440,2324538,,4.01.2018,11.01.2018,,
49094,7147412,Falcon,Insidious: Poslední klíč,4,56,2,5,USA,2018,2,33964.0,4854556.0,15130,2292856,-0.4204727752958795,4.01.2018,11.01.2018,,
106559,14800929,CinemArt,Ferdinand ,6,93,4,6,USA,2018,2,14241.0,2037522.0,15398,2126223,0.14542827575098222,4.01.2018,11.01.2018,,
478377,76891137,Falcon,Star Wars: Poslední z Jediů,5,71,5,7,USA,2018,2,24571.0,4120572.0,11840,1981838,-0.41244177672919147,4.01.2018,11.01.2018,,
12068,1762303,CinemArt,Zmenšování,,123,1,8,USA,2018,2,,,11263,1649054,,4.01.2018,11.01.2018,,
7304,1147945,Falcon,Coco,,31,-1,9,USA,2018,2,,,6205,995390,,4.01.2018,11.01.2018,,
21820,3335621,Vertical Entertainment (Freeman),Velká hra,7,47,2,10,USA,2018,2,15779.0,2373952.0,5555,888917,-0.5205823661388446,4.01.2018,11.01.2018,,
40619,5996496,CinemArt,Největší showman,8,45,3,11,USA,2018,2,12020.0,1819814.0,5686,878629,-0.36895921927620157,4.01.2018,11.01.2018,,
4067,669141,BEVERLY MATOUS DISTRIBUTION,MOTORHEAD - Clean Your Clock,,73,1,12,USA,2018,2,,,4067,669141,,4.01.2018,11.01.2018,,
26007,3771004,Bontonfilm,Ztracen v džungli,9,31,3,13,AUS,2018,2,7545.0,1116941.0,4095,629904,-0.28972240827565676,4.01.2018,11.01.2018,,
109859,12215810,Vertical Entertainment (Freeman),Paddington 2,11,45,7,14,GBR,2018,2,3426.0,462827.0,3736,420872,-0.04082627978103221,4.01.2018,11.01.2018,,
7933,1021766,Bioscop/AQS,Kolo zázraků,10,34,2,15,USA,2018,2,5625.0,758739.0,1210,180417,-0.6610862627010232,4.01.2018,11.01.2018,,
5022,586975,Aerofilms,Odnikud,12,16,2,16,DEU,2018,2,3421.0,420936.0,1025,136050,-0.5288866419192199,4.01.2018,11.01.2018,,
651456,68831012,Warner Bros,Pán prstenů: Dvě věže,20,2,783,17,USA,2018,2,1006.0,73391.0,1248,128000,0.8553144613065472,4.01.2018,11.01.2018,,
701980,79034244,Warner Bros,Pán prstenů: Návrat krále,21,2,731,18,USA,2018,2,918.0,68991.0,1248,128000,0.8553144613065472,4.01.2018,11.01.2018,,
819322,84120940,Warner Bros,Pán prstenů: Společenstvo prstenu,19,2,836,19,USA,2018,2,918.0,68994.0,1248,127990,0.8550888483056498,4.01.2018,11.01.2018,,
179493,25491443,CinemArt,Vražda v Orient expresu,14,6,10,20,USA,2018,2,1306.0,177242.0,852,118095,-0.07509946430249678,4.01.2018,11.01.2018,,
139008,20902099,CinemArt,Mamma Mia! Here We Go Again,1,91,2,1,USA,2018,30,97450.0,14536525.0,29460,4603892,-0.5217739238102757,19.07.2018,26.07.2018,,
241620,35395081,Falcon,Hotel Transylvánie 3: Příšerózní dovolená,2,100,3,2,USA,2018,30,70607.0,10363746.0,29794,4344817,-0.4075459328053793,19.07.2018,26.07.2018,,
19854,2659466,CinemArt,Chata na prodej,,139,1,3,CZE,2018,30,809.0,0.0,19045,2659466,,19.07.2018,26.07.2018,,
146079,22819882.1,Falcon,Ant-Man a Wasp,4,53,4,4,USA,2018,30,23443.0,3600134.1,9637,1519038,-0.352498997229754,19.07.2018,26.07.2018,,
72551,10615019,Bontonfilm,Úsměvy smutných mužů,3,50,3,5,CZE,2018,30,25652.0,3896282.0,9572,1513788,-0.3679067978742994,19.07.2018,26.07.2018,,
362011,57952922,CinemArt,Jurský svět: Zánik říše,6,44,6,6,USA,2018,30,16945.0,2628911.0,6743,1058385,-0.3652924469690246,19.07.2018,26.07.2018,,
6061,922335,Forum Film,Plán útěku 2,,61,1,7,USA,2018,30,,,6061,922335,,19.07.2018,26.07.2018,,
25118,3704458,Vertical Entertainment ,Děsivé dědictví,5,47,2,8,USA,2018,30,18991.0,2768202.0,5635,861324,-0.5427796713817139,19.07.2018,26.07.2018,,
4556,724059,Falcon,Úžasňákovi 2,,32,-1,9,USA,2018,30,,,4556,724059,,19.07.2018,26.07.2018,,
82230,12648872,Bontonfilm,Jsem božská,8,20,6,10,USA,2018,30,7086.0,1129248.0,2456,372954,-0.4636950075782196,19.07.2018,26.07.2018,,
2418,365175,Bioscop/AQS,Hotel Artemis,,73,1,11,GBR,2018,30,69.0,11016.0,2349,354159,,19.07.2018,26.07.2018,,
28758,4608449.52,CinemArt,Mrakodrap,7,27,3,12,USA,2018,30,8255.0,1323404.52,2034,340516,-0.6179673677561658,19.07.2018,26.07.2018,,
1162,278451,CinemArt,Mission: Impossible - Fallout,,1,-1,13,USA,2018,30,,,1162,278451,,19.07.2018,26.07.2018,,
97485,15531867,Bontonfilm,Escobar,9,15,7,14,ESP,2018,30,3402.0,554031.0,1452,231260,-0.3161144560498705,19.07.2018,26.07.2018,,
11693,1489439,Aerofilms,Tísňové volání,12,14,3,15,DNK,2018,30,3677.0,480047.0,1340,183089,-0.3435529151085121,19.07.2018,26.07.2018,,
22900,3396577,Vertical Entertainment ,Než přišla bouře,10,17,4,16,USA,2018,30,3804.0,572256.0,1015,157476,-0.5321652020463093,19.07.2018,26.07.2018,,
28801,4261082,CinemArt,První očista,11,13,4,17,USA,2018,30,3319.0,500542.0,885,136707,-0.5695799605179889,19.07.2018,26.07.2018,,
19562,2997690,Forum Film,Manžel na zkoušku,13,10,4,18,USA,2018,30,2410.0,383311.0,451,72643,-0.7215719191733357,19.07.2018,26.07.2018,,
52238,6897027,Bioscop/AQS,Pat a Mat znovu v akci,16,16,8,19,CZE,2018,30,1209.0,153622.0,452,59511,-0.4605797469272325,19.07.2018,26.07.2018,,
5569,588600,Aerofilms,Studená válka,15,7,3,20,POL,2018,30,1513.0,178994.0,481,57688,-0.49789804426727474,19.07.2018,26.07.2018,,
64628,9529839,Falcon,Úžasňákovi 2,9,139,1,1,USA,2018,31,4591.0,728209.0,60037,8801630,11.155956904064448,26.07.2018,2.08.2018,,
44974,7779977,CinemArt,Mission: Impossible - Fallout,13,127,1,2,USA,2018,31,6188.0,1173600.0,38786,6606377,22.725456184391508,26.07.2018,2.08.2018,,
178570,26933281,CinemArt,Mamma Mia! Here We Go Again,1,78,3,3,USA,2018,31,49894.0,7620083.0,19128,3014991,-0.3451212582745208,26.07.2018,2.08.2018,,
275558,40344033,Falcon,Hotel Transylvánie 3: Příšerózní dovolená,2,57,4,4,USA,2018,31,45750.0,6647801.0,17982,2645968,-0.3910058812603615,26.07.2018,2.08.2018,,
38669,5360246,CinemArt,Chata na prodej,3,77,2,5,CZE,2018,31,28559.0,3987711.0,9301,1372535,-0.4839057916138052,26.07.2018,2.08.2018,,
89047,13067069,Bontonfilm,Úsměvy smutných mužů,5,51,4,6,CZE,2018,31,17629.0,2673959.0,8439,1291879,-0.14659186094750387,26.07.2018,2.08.2018,,
158350,24664018.1,Falcon,Ant-Man a Wasp,4,39,5,7,USA,2018,31,15777.0,2427337.0,6131,935837,-0.38392785433939114,26.07.2018,2.08.2018,,
369694,59156484,CinemArt,Jurský svět: Zánik říše,6,33,7,8,USA,2018,31,10165.0,1586277.0,4261,675670,-0.35995187821778896,26.07.2018,2.08.2018,,
31560,4687209,Vertical Entertainment ,Děsivé dědictví,8,34,3,9,USA,2018,31,8627.0,1297557.0,3450,546518,-0.36549080253191596,26.07.2018,2.08.2018,,
11118,1684565,Forum Film,Plán útěku 2,7,33,2,10,USA,2018,31,8903.0,1332490.0,2215,352075,-0.6182786080979253,26.07.2018,2.08.2018,,
99886,15899622,Bontonfilm,Escobar,14,14,8,11,ESP,2018,31,2614.0,401741.0,1239,197274,-0.14696013145377498,26.07.2018,2.08.2018,,
85109,13077618,Bontonfilm,Jsem božská,10,12,7,12,USA,2018,31,4195.0,621769.0,1140,179931,-0.5175517624157403,26.07.2018,2.08.2018,,
279679,39427977,CinemArt,Tátova volha,34,13,22,13,CZE,2018,31,763.0,71153.0,2144,119940,6.356928172728946,26.07.2018,2.08.2018,,
13651,1738210,Aerofilms,Tísňové volání,15,16,4,14,DNK,2018,31,2435.0,317582.0,863,114278,-0.37583361097608264,26.07.2018,2.08.2018,,
991,135637,Bohemia Motion Pictures,Whitney,,28,1,15,GBR,2018,31,198.0,22111.0,793,113526,,26.07.2018,2.08.2018,,
4499,664378,Bioscop/AQS,Hotel Artemis,11,19,2,16,GBR,2018,31,3839.0,569822.0,591,83540,-0.7641172467733419,26.07.2018,2.08.2018,,
24335,3594220,Vertical Entertainment ,Než přišla bouře,16,10,5,17,USA,2018,31,1928.0,282347.0,522,72772,-0.5378851380527826,26.07.2018,2.08.2018,,
